HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.item_1_condition,Input.field_1_1,Input.item_2_condition,Input.field_2_1,Input.item_3_condition,Input.field_3_1,Input.item_4_condition,Input.field_4_1,Input.item_5_condition,Input.field_5_1,Answer.Choice1,Answer.Choice2,Answer.Choice3,Answer.Choice4,Answer.Choice5,Answer.ChoiceSample1,Answer.ChoiceSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
3H6W48L9F5NY4RSJKNLNHMHVQ2BPW7,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:25 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:25 PDT 2019,,,3GLB5JMZFZTW5SXNQCVBJ9A60ZNGD0,A1IKCTBJS3X6CI,Submitted,Sun Apr 28 13:52:53 PDT 2019,Sun Apr 28 13:54:18 PDT 2019,Wed May 01 13:54:18 PDT 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),448,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=95-acceptability=0,"While the customer ever approaches the cashiers, the doctor will leave the guests.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=251-acceptability=1,The cashiers wonder whether the person also has hated the guests.,experiment=NPI-env=superlative-npi=any-crucial_item=fast-licensor=0-scope=1-npi_present=0-paradigm=1778-acceptability=1,The forks resemble the fast dancers that the teenagers have admired.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=718-acceptability=1,Some customer is certainly imagining that the schools resemble the malls.,1,1,1,6,5,5,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",x,
33BFF6QPI29RX2NWMPOG4JEUL6K3WA,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3Q5ZZ9ZEVQDM80CCS814TK5GZZG858,A1IQGWRTNE83IE,Submitted,Sun Apr 28 15:01:13 PDT 2019,Sun Apr 28 15:03:16 PDT 2019,Wed May 01 15:03:16 PDT 2019,,,,123,0% (0/0),0% (0/0),0% (0/0),12,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=423-acceptability=1,No guy is ever saying that the rugs do resemble an actor.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=594-acceptability=1,Is the man ever walking through the museums?,experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=1-npi_present=0-paradigm=181-acceptability=1,Every guy who talks about these men cared for more than three people.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1369-acceptability=0,Any children say that the patients had worked with the adults.,1,2,6,6,4,6,2,1,0,5,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,x,
3ECKRY5B1RUAH0AKIFFA7TA1LQLIZF,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:40 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:40 PDT 2019,,,3O7L7BFSHGNFTPHICV6YA357FOGIEN,A1IYHQPPOACU83,Submitted,Sun Apr 28 13:51:01 PDT 2019,Sun Apr 28 13:52:28 PDT 2019,Wed May 01 13:52:28 PDT 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),143,experiment=NPI-env=superlative-npi=ever-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=46-acceptability=1,The children hate the worst students that the lady had often listened to.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=141-acceptability=1,The patient should often run around the museums.,experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=1-npi_present=1-paradigm=1608-acceptability=0,The pedestrians who had ever disliked some teenagers have bought cups.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1091-acceptability=1,"While the woman watches these women, the pedestrian will drive to the libraries.",1,5,3,6,5,,,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3778.0 Safari/537.36",x,
3OKP4QVBP3VVK1WHGZZ85O6CXSMAGE,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3A9AA95ATYK7ESBTEP3FF606O9FP58,A1JAWNX4R60ZZ0,Submitted,Sun Apr 28 14:46:10 PDT 2019,Sun Apr 28 14:52:32 PDT 2019,Wed May 01 14:52:32 PDT 2019,,,,382,0% (0/0),0% (0/0),0% (0/0),78,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=449-acceptability=1,A student clearly explains that the waiter has sometimes cried.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=216-acceptability=0,The customers say that the students ever ran around the malls.,experiment=NPI-env=superlative-npi=ever-crucial_item=longest-licensor=1-scope=0-npi_present=0-paradigm=100-acceptability=1,The ladies have obviously remembered the longest commentary that the customers have disliked.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=305-acceptability=0,"While the waiter ever dislikes the senators, the drivers will hate the students.",4,2,2,6,3,,,1,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3OLZC0DJ8KDT8G5AHIQ7MNX5XFFIVF,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:38 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:38 PDT 2019,,,3Z7VU45IP0F24ECG0BZ53EP3MSD1ZJ,A1JSV2KLKEROUO,Submitted,Sun Apr 28 13:41:05 PDT 2019,Sun Apr 28 13:45:34 PDT 2019,Wed May 01 13:45:34 PDT 2019,,,,269,0% (0/0),0% (0/0),0% (0/0),123,experiment=NPI-env=quantifier-npi=ever-crucial_item=-licensor=0-scope=0-npi_present=1-paradigm=1135-acceptability=0,Teachers who praise some plays ever kissed a lot of girls.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=583-acceptability=1,The doctors had really said that some eyes resemble a movie.,experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=0-npi_present=1-paradigm=1623-acceptability=0,The guests who have often toured hospitals admired any rugs.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=454-acceptability=0,The waitress is ever fleeing from the men.,2,4,3,6,5,6,3,1,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3XDSWAMB23QAQ5NT390B5X023IFQCQ,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,36W0OB37HYCD8PXU202QV15A3H9ZHG,A1KOHXO0BIQB8T,Submitted,Sun Apr 28 13:49:41 PDT 2019,Sun Apr 28 13:51:35 PDT 2019,Wed May 01 13:51:35 PDT 2019,,,,114,0% (0/0),0% (0/0),0% (0/0),69,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1093-acceptability=1,"If the cashier attacks these students, the driver will go to the cafes.",experiment=NPI-env=superlative-npi=any-crucial_item=bad-licensor=0-scope=0-npi_present=0-paradigm=1615-acceptability=1,Those guys remember the bad commentaries that actresses have disliked.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=1424-acceptability=1,The teenagers wonder whether the actor was at art galleries.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=always-licensor=0-scope=1-npi_present=0-paradigm=497-acceptability=1,The children always clearly imagine that the girl has known an actor.,1,4,5,6,4,,,1,0,5,"Mozilla/5.0 (X11; CrOS x86_64 11647.154.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.114 Safari/537.36",x,
3P520RYKCI4HJDLV58X81SRHEM05U3,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,2,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 16:29:18 PDT 2019,,,33M4IA01QIZ1SOBIXNQZCKR5IQFXRK,A1KXESMB9K7504,Submitted,Sun Apr 28 16:30:36 PDT 2019,Sun Apr 28 16:34:51 PDT 2019,Wed May 01 16:34:51 PDT 2019,,,,255,0% (0/0),0% (0/0),0% (0/0),402,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1438-acceptability=1,"If the teachers admire the doctors, the guys will attack the customers.",experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=0-paradigm=1697-acceptability=1,The students only have described the actresses.,experiment=NPI-env=superlative-npi=any-crucial_item=best-licensor=1-scope=0-npi_present=1-paradigm=1379-acceptability=0,Any people have kissed the best girl that books had praised.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5802-acceptability=1,Those ladies will think that some actresses forfeit.,5,1,1,6,6,6,1,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3H5TOKO3DAHELJRUVLGVGU7NB4N46V,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3BDCF01OGZSFPV6FXZF59MPFE4IYLZ,A1LFOS4GL90HWU,Submitted,Sun Apr 28 15:01:42 PDT 2019,Sun Apr 28 15:03:14 PDT 2019,Wed May 01 15:03:14 PDT 2019,,,,92,0% (0/0),0% (0/0),0% (0/0),83,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=497-acceptability=0,The person might ever hate only the cashiers.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=689-acceptability=1,The ladies obviously imagined that the men sometimes mutter.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=889-acceptability=0,The actresses ever say that the girl helped the doctors.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=1005-acceptability=1,Any teachers who should clearly approach the people investigated some actors.,3,4,2,6,4,5,2,1,0,5,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950U Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",x,
3PCPFX4U41OHTH73UBQCD3L50V7QF1,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3XLBSAQ9Z6AGF0RIPRGE4OGGPEC7ZL,A1LSNEWP9PZRV2,Submitted,Sun Apr 28 13:35:55 PDT 2019,Sun Apr 28 13:38:14 PDT 2019,Wed May 01 13:38:14 PDT 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),82,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=889-acceptability=0,The actresses ever say that the girl helped the doctors.,experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=1005-acceptability=1,Any teachers who should clearly approach the people investigated some actors.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=497-acceptability=0,The person might ever hate only the cashiers.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=689-acceptability=1,The ladies obviously imagined that the men sometimes mutter.,2,3,3,6,6,5,1,1,1,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
362E9TQF2IOAQJFFSNRLMMUVA0RIGQ,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3HHRAGRYXA38UF142F3H2M0I00XO9C,A1N34IJ4VY3Y80,Submitted,Sun Apr 28 13:38:15 PDT 2019,Sun Apr 28 13:41:12 PDT 2019,Wed May 01 13:41:12 PDT 2019,,,,177,0% (0/0),0% (0/0),0% (0/0),75,experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=1-npi_present=0-paradigm=1667-acceptability=1,The teenager who clearly was at many college campuses will talk to many children.,experiment=NPI-env=only-npi=any-crucial_item=even-licensor=0-scope=0-npi_present=0-paradigm=1301-acceptability=1,These gals even loved the doctors.,experiment=NPI-env=superlative-npi=any-crucial_item=longest-licensor=1-scope=0-npi_present=0-paradigm=1300-acceptability=1,The cups resemble the longest story that senators had referenced.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=seldom-licensor=1-scope=0-npi_present=1-paradigm=10-acceptability=0,The person ever thought that the dancers have seldom fled from a lady.,5,5,1,6,2,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
35ZRNT9RUJWJSTEUV3X6NP18I4LO3J,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:40 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:40 PDT 2019,,,33OOO72IVJJQ55DFAGZ7YM7D5TICT4,A1N34IJ4VY3Y80,Submitted,Sun Apr 28 13:43:03 PDT 2019,Sun Apr 28 13:43:59 PDT 2019,Wed May 01 13:43:59 PDT 2019,,,,56,0% (0/0),0% (0/0),0% (0/0),329,experiment=NPI-env=superlative-npi=any-crucial_item=youngest-licensor=1-scope=1-npi_present=1-paradigm=1849-acceptability=1,The cashiers should dislike the youngest cashiers that any dancers have helped.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=497-acceptability=0,"While the students admire the ladies, the girls will ever tour the restaurants.",experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5482-acceptability=0,The girls might really imagine that any dishes did resemble a waitress.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=387-acceptability=1,The patient certainly did imagine that some ladies are surrendering.,5,5,1,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3S1WOPCJFHR81G3U4AMXYKOJAZ1JEM,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:46 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:46 PDT 2019,,,3TEM0PF1Q7VZUOM2CA68YHNQTIX0DG,A1N34IJ4VY3Y80,Submitted,Sun Apr 28 13:42:06 PDT 2019,Sun Apr 28 13:43:03 PDT 2019,Wed May 01 13:43:03 PDT 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),399,experiment=NPI-env=adverbs-npi=ever-crucial_item=barely-licensor=1-scope=1-npi_present=0-paradigm=201-acceptability=1,An adult barely also explains that the waitress responded.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1226-acceptability=1,The girls say that the men should wear the gloves.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5386-acceptability=0,Some men are saying that any essays disagree.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=573-acceptability=1,"While the child observes the guests, the doctor will often remember the drivers.",2,6,2,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
35NNO802AWUG0BW1FR4GC63SBCCNI2,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:24 PDT 2019,,,36ZN444YTTW15GU7699UFFZLJQLOIW,A1N34IJ4VY3Y80,Submitted,Sun Apr 28 13:44:58 PDT 2019,Sun Apr 28 13:45:49 PDT 2019,Wed May 01 13:45:49 PDT 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),418,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=1-npi_present=0-paradigm=109-acceptability=1,The waiters sometimes also think that the girls have shouted.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5968-acceptability=1,No cashiers explain that these books resemble the waitresses.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=1411-acceptability=0,Any adults only have dropped by the art galleries.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1105-acceptability=1,"If the waiter hates the ladies, the actor will forget the drivers.",5,5,2,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
374UMBUHN6NNILFLKDU6A2BPNPFCTR,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:26 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:26 PDT 2019,,,3JNQLM5FT6KPOAD84E8A0IOAZPJL21,A1N34IJ4VY3Y80,Submitted,Sun Apr 28 13:43:59 PDT 2019,Sun Apr 28 13:44:57 PDT 2019,Wed May 01 13:44:57 PDT 2019,,,,58,0% (0/0),0% (0/0),0% (0/0),487,experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=1-npi_present=0-paradigm=1359-acceptability=1,The pedestrians who will always arrive at these art galleries should like fish.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=1069-acceptability=0,"If the ladies scan the stories, the people will take any books.",experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=1020-acceptability=0,The drivers had talked about any schools.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=young-licensor=0-scope=1-npi_present=0-paradigm=1889-acceptability=1,The eyes resemble the young actor that those teenagers have kissed.,5,5,2,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3D06DR5226HVCBS3R2X3ITQ9TEYAMM,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:36 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:36 PDT 2019,,,39L1G8WVWSP1JL5NF44WZDKO7XI31S,A1N8WKXWLOLBRR,Submitted,Sun Apr 28 14:31:28 PDT 2019,Sun Apr 28 14:33:35 PDT 2019,Wed May 01 14:33:35 PDT 2019,,,,127,0% (0/0),0% (0/0),0% (0/0),273,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1634-acceptability=1,"While the patients examine the reports, the actor will flee from those people.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=416-acceptability=1,The adults also wonder whether the teachers liked the waiters.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=748-acceptability=1,A customer was really certainly imagining that the doctor was fleeing from the actress.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=0-npi_present=0-paradigm=5276-acceptability=1,Those children were thinking that none of the museums could resemble a glass.,1,6,1,6,5,6,2,1,0,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,x,
3VMHWJRYHWE12E8FGPL47BHYXYVFXO,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:36 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:36 PDT 2019,,,3WRFBPLXRCM4XSCCKR2UWKXRAYMN3J,A1NAWLZ2HOJZPB,Submitted,Sun Apr 28 14:24:43 PDT 2019,Sun Apr 28 14:25:52 PDT 2019,Wed May 01 14:25:52 PDT 2019,,,,69,0% (0/0),0% (0/0),0% (0/0),101,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=207-acceptability=1,No adult is ever imagining that the schools would resemble the woman.,experiment=NPI-env=adverbs-npi=ever-crucial_item=scarcely-licensor=1-scope=1-npi_present=1-paradigm=39-acceptability=1,The boy scarcely ever imagines that the man has escaped from a dancer.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1595-acceptability=1,"While the doctors visit the grocery stores, the dancers will attack the teenagers.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=youngest-licensor=1-scope=0-npi_present=1-paradigm=527-acceptability=0,A guy ever helps the youngest people that the books had described.,1,2,5,6,2,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3WKGUBL7S0KW44U1IPMX5DPK1ZCL4K,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3NPFYT4IZE2A3Y24HCWNDGDYGH1GX4,A1O4W7F05T6HY0,Submitted,Sun Apr 28 14:16:25 PDT 2019,Sun Apr 28 14:18:36 PDT 2019,Wed May 01 14:18:36 PDT 2019,,,,131,0% (0/0),0% (0/0),0% (0/0),67,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=591-acceptability=0,The patients say that the man ever sold the reports.,experiment=NPI-env=superlative-npi=any-crucial_item=fast-licensor=0-scope=1-npi_present=0-paradigm=1156-acceptability=1,The children remember the fast women that these customers had returned to.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1594-acceptability=1,"While the driver walks through these museums, the girl will explore the grocery stores.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=1412-acceptability=1,Some adult who has fortunately ran around the cafes knows a lot of cashiers.,2,5,4,6,5,6,2,1,0,5,"Mozilla/5.0 (Linux; Android 7.1.2; KFKAWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/73.6.17 like Chrome/73.0.3683.90 Safari/537.36",x,
