NPI-adverbs	The waiter often ever thinks that the women had investigated the deer.	The waiter hardly ever thinks that the women had investigated the deer.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adults who have rarely talked to any dancers had scanned essays.	The adults who have always talked to any dancers had scanned essays.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guests who often cleaned any dishes bike to grocery stores.	The guests who hardly cleaned any dishes bike to grocery stores.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The child sometimes ever said that a guy lifts a hat.	The child scarcely ever said that a guy lifts a hat.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waiter often ever explains that the patients could discuss the cashiers.	The waiter rarely ever explains that the patients could discuss the cashiers.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An actress who had often returned to any public parks passes hospitals.	An actress who had rarely returned to any public parks passes hospitals.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The man who had sometimes hated any reports has referenced people.	The man who had seldom hated any reports has referenced people.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A pedestrian who will often know any senators has arrived at college campuses.	A pedestrian who will hardly know any senators has arrived at college campuses.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guy who has seldom toured any public parks does escape from men.	The guy who has sometimes toured any public parks does escape from men.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The patients often ever say that the students break the dishes.	The patients seldom ever say that the students break the dishes.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adult who rarely talks to any doctors should skate around movie theaters.	The adult who sometimes talks to any doctors should skate around movie theaters.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The boys who had sometimes boycotted any public parks sell shoes.	The boys who had hardly boycotted any public parks sell shoes.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The boys who scarcely talked to any senators broke dishes.	The boys who sometimes talked to any senators broke dishes.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An adult sometimes ever explained that an actor toured the public park.	An adult hardly ever explained that an actor toured the public park.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The cashiers who barely see any books should break glasses.	The cashiers who always see any books should break glasses.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adults barely ever imagined that a dancer approved.	The adults sometimes ever imagined that a dancer approved.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A waitress sometimes ever thinks that a guy works hard.	A waitress seldom ever thinks that a guy works hard.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The cashier who had sometimes watched any fish will be at public parks.	The cashier who had scarcely watched any fish will be at public parks.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The student who often hugs any girls would examine pamphlets.	The student who hardly hugs any girls would examine pamphlets.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The woman who sometimes observed any pedestrians does criticize banks.	The woman who hardly observed any pedestrians does criticize banks.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The dancers often ever imagine that the girls have helped the patients.	The dancers rarely ever imagine that the girls have helped the patients.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guests who could hardly break any plates escaped from malls.	The guests who could often break any plates escaped from malls.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The senators sometimes ever explain that a child had protested.	The senators rarely ever explain that a child had protested.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The doctor who always toured any public parks should like teachers.	The doctor who barely toured any public parks should like teachers.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An actress hardly ever explained that the boy boycotted the hospitals.	An actress often ever explained that the boy boycotted the hospitals.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A woman who always watches any men has praised newspaper articles.	A woman who seldom watches any men has praised newspaper articles.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The cashiers who often drop by any public parks left schools.	The cashiers who hardly drop by any public parks left schools.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The men who sometimes sold any gloves love actors.	The men who barely sold any gloves love actors.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waiters sometimes ever think that an actor littered.	The waiters hardly ever think that an actor littered.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The boys sometimes ever imagined that the waitresses sold the reports.	The boys seldom ever imagined that the waitresses sold the reports.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The drivers sometimes ever thought that a waiter examined the essays.	The drivers hardly ever thought that a waiter examined the essays.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A lady scarcely ever thought that the patient can respect the hospitals.	A lady always ever thought that the patient can respect the hospitals.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The children often ever say that the senators nod.	The children hardly ever say that the senators nod.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A teacher who seldom kisses any children insults adults.	A teacher who sometimes kisses any children insults adults.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waitresses who should scarcely love any waiters had worked with guys.	The waitresses who should often love any waiters had worked with guys.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A cashier often ever thought that the boys read.	A cashier barely ever thought that the boys read.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The teacher who scarcely does return to any teachers has boycotted libraries.	The teacher who sometimes does return to any teachers has boycotted libraries.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The senators who often watch any doctors should criticize college campuses.	The senators who hardly watch any doctors should criticize college campuses.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waiter scarcely ever said that the adult stands up.	The waiter sometimes ever said that the adult stands up.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The women rarely ever think that a student spun around.	The women often ever think that a student spun around.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A lady barely ever says that the actresses can explain everything.	A lady often ever says that the actresses can explain everything.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An actress who rarely was at any hospitals kissed people.	An actress who sometimes was at any hospitals kissed people.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A customer who often is at any restaurants should break forks.	A customer who seldom is at any restaurants should break forks.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An adult who has scarcely driven to any public parks had fled from college campuses.	An adult who has sometimes driven to any public parks had fled from college campuses.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The actor who could sometimes break any cups might reference people.	The actor who could scarcely break any cups might reference people.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The men who often bike to any hospitals should approach people.	The men who hardly bike to any hospitals should approach people.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A guy who sometimes explores any museums had broken forks.	A guy who hardly explores any museums had broken forks.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The doctors who often are at any libraries could talk to women.	The doctors who hardly are at any libraries could talk to women.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The actors who had seldom loved any books hug teachers.	The actors who had often loved any books hug teachers.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waitresses always ever think that the actresses have compromised.	The waitresses rarely ever think that the actresses have compromised.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A driver always ever explains that a student worried.	A driver rarely ever explains that a student worried.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The men often ever said that the girls have forgotten a person.	The men barely ever said that the girls have forgotten a person.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A doctor who might barely clean any reports kisses children.	A doctor who might sometimes clean any reports kisses children.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A pedestrian barely ever thinks that the lady hides away.	A pedestrian sometimes ever thinks that the lady hides away.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A waitress rarely ever said that the ladies have exercised.	A waitress always ever said that the ladies have exercised.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guests who had often known any girls have taken brochures.	The guests who had seldom known any girls have taken brochures.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guys often ever imagine that the boy did practice.	The guys seldom ever imagine that the boy did practice.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The children hardly ever said that a man arrives at the high schools.	The children often ever said that a man arrives at the high schools.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The actress who barely wears any shoes saw pamphlets.	The actress who sometimes wears any shoes saw pamphlets.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A driver always ever thinks that the students might know the deer.	A driver rarely ever thinks that the students might know the deer.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The guest who hardly is at any public parks talks about people.	The guest who always is at any public parks talks about people.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The men who rarely arrive at any art galleries might explore banks.	The men who always arrive at any art galleries might explore banks.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A waitress who hardly brought any shoes has respected college campuses.	A waitress who often brought any shoes has respected college campuses.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The child who hardly attacked any waiters would care for doctors.	The child who always attacked any waiters would care for doctors.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waitress barely ever explained that the child likes the boys.	The waitress often ever explained that the child likes the boys.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The cashier who has barely discussed any children arrived at grocery stores.	The cashier who has always discussed any children arrived at grocery stores.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The actresses who have always passed any college campuses had seen guys.	The actresses who have hardly passed any college campuses had seen guys.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The children who rarely dropped by any libraries leave schools.	The children who sometimes dropped by any libraries leave schools.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The man who could scarcely buy any forks did discuss senators.	The man who could sometimes buy any forks did discuss senators.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A cashier barely ever explained that the actors concur.	A cashier sometimes ever explained that the actors concur.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The children who often did pass any banks had been at schools.	The children who seldom did pass any banks had been at schools.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The patients who always wore any gloves should visit grocery stores.	The patients who rarely wore any gloves should visit grocery stores.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The teenager always ever explained that the students wear a hat.	The teenager barely ever explained that the students wear a hat.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An actor often ever imagines that the customer walks through the college campuses.	An actor seldom ever imagines that the customer walks through the college campuses.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adult barely ever explained that the women concur.	The adult always ever explained that the women concur.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A waitress who has seldom gone to any malls would lift gloves.	A waitress who has always gone to any malls would lift gloves.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A doctor who sometimes does boycott any museums examined plays.	A doctor who hardly does boycott any museums examined plays.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adult who sometimes disliked any ladies has cups.	The adult who hardly disliked any ladies has cups.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The boys who seldom bought any glasses have seen waitresses.	The boys who always bought any glasses have seen waitresses.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The senator barely ever imagined that the cashier could change.	The senator sometimes ever imagined that the cashier could change.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The teachers who had seldom approached any children kissed girls.	The teachers who had always approached any children kissed girls.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A child always ever says that the dancers had a pamphlet.	A child barely ever says that the dancers had a pamphlet.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The person who will sometimes escape from any women bikes to restaurants.	The person who will scarcely escape from any women bikes to restaurants.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The teenagers barely ever explained that a boy has negotiated.	The teenagers always ever explained that a boy has negotiated.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waitresses who seldom boycott any schools discuss actors.	The waitresses who always boycott any schools discuss actors.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The waiters sometimes ever think that the girls sold a couch.	The waiters hardly ever think that the girls sold a couch.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The doctor sometimes ever explains that the dancer watches the guys.	The doctor rarely ever explains that the dancer watches the guys.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The man who barely approaches any actresses arrives at malls.	The man who always approaches any actresses arrives at malls.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A senator often ever thought that the students had fled from the deer.	A senator scarcely ever thought that the students had fled from the deer.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The driver who rarely did arrive at any schools described children.	The driver who sometimes did arrive at any schools described children.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The men always ever think that a senator brought the scarf.	The men seldom ever think that a senator brought the scarf.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The customer who can sometimes boycott any hospitals has left guys.	The customer who can rarely boycott any hospitals has left guys.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	A waiter hardly ever imagines that the drivers assembled.	A waiter often ever imagines that the drivers assembled.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The child who will seldom help any guys insults essays.	The child who will often help any guys insults essays.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The student who scarcely talked about any public parks will dislike movie theaters.	The student who always talked about any public parks will dislike movie theaters.	1	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The pedestrians sometimes ever say that the men had nodded.	The pedestrians hardly ever say that the men had nodded.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The person often ever imagines that a girl should take the rugs.	The person scarcely ever imagines that a girl should take the rugs.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	An actress who sometimes breaks any glasses would observe waitresses.	An actress who seldom breaks any glasses would observe waitresses.	0	env=adverbs_licensor=0-1_scope=1_npi_present=1
NPI-adverbs	The adult who sometimes disliked these ladies has cups.	The adult who sometimes disliked any ladies has cups.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A patient who had always insulted the girls bikes to libraries.	A patient who had always insulted any girls bikes to libraries.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A waitress who has always gone to these malls would lift gloves.	A waitress who has always gone to any malls would lift gloves.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waitress often ever explained that the child likes the boys.	The waitress often clearly explained that the child likes the boys.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The guests who often cleaned any dishes bike to grocery stores.	The guests who often cleaned those dishes bike to grocery stores.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The teachers always also imagine that the cashiers had hugged the guests.	The teachers always ever imagine that the cashiers had hugged the guests.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A cashier sometimes obviously explained that the actors concur.	A cashier sometimes ever explained that the actors concur.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The cashier who has always discussed any children arrived at grocery stores.	The cashier who has always discussed the children arrived at grocery stores.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The senators who often watch the doctors should criticize college campuses.	The senators who often watch any doctors should criticize college campuses.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	An actress who sometimes was at the hospitals kissed people.	An actress who sometimes was at any hospitals kissed people.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waitresses who always boycott any schools discuss actors.	The waitresses who always boycott those schools discuss actors.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The students always ever imagine that the man has respected the child.	The students always obviously imagine that the man has respected the child.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A waiter often ever imagines that the drivers assembled.	A waiter often obviously imagines that the drivers assembled.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The senators sometimes obviously explain that a child had protested.	The senators sometimes ever explain that a child had protested.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The senator sometimes ever imagined that the cashier could change.	The senator sometimes often imagined that the cashier could change.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The patients who always wore the gloves should visit grocery stores.	The patients who always wore any gloves should visit grocery stores.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A guy who sometimes explores those museums had broken forks.	A guy who sometimes explores any museums had broken forks.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The boys who sometimes talked to these senators broke dishes.	The boys who sometimes talked to any senators broke dishes.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waitresses who should often love any waiters had worked with guys.	The waitresses who should often love those waiters had worked with guys.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waiter often ever explains that the patients could discuss the cashiers.	The waiter often obviously explains that the patients could discuss the cashiers.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The doctor who always toured any public parks should like teachers.	The doctor who always toured these public parks should like teachers.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The students who always went to any museums have worked with women.	The students who always went to these museums have worked with women.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A doctor who sometimes does boycott any museums examined plays.	A doctor who sometimes does boycott these museums examined plays.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A driver always ever explains that a student worried.	A driver always often explains that a student worried.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waiter sometimes ever said that the adult stands up.	The waiter sometimes clearly said that the adult stands up.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The doctor sometimes ever explains that the dancer watches the guys.	The doctor sometimes often explains that the dancer watches the guys.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The cashiers who often drop by those public parks left schools.	The cashiers who often drop by any public parks left schools.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The adults who have always talked to any dancers had scanned essays.	The adults who have always talked to those dancers had scanned essays.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The boys sometimes ever imagined that the waitresses sold the reports.	The boys sometimes clearly imagined that the waitresses sold the reports.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A cashier often ever thought that the boys read.	A cashier often obviously thought that the boys read.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The people always ever imagine that the actresses conferred.	The people always obviously imagine that the actresses conferred.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The pedestrian who always talks about these museums attacks actresses.	The pedestrian who always talks about any museums attacks actresses.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waiters often ever think that the actress will boast.	The waiters often clearly think that the actress will boast.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	An actress always ever thought that the waitresses might talk about the bank.	An actress always obviously thought that the waitresses might talk about the bank.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The woman who sometimes observed any pedestrians does criticize banks.	The woman who sometimes observed these pedestrians does criticize banks.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The men often obviously said that the girls have forgotten a person.	The men often ever said that the girls have forgotten a person.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The women always obviously imagine that the senator could describe the customers.	The women always ever imagine that the senator could describe the customers.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The guys often clearly imagine that the boy did practice.	The guys often ever imagine that the boy did practice.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The ladies who often toured those high schools dislike customers.	The ladies who often toured any high schools dislike customers.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The boy often also thought that a person chuckled.	The boy often ever thought that a person chuckled.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	An actress who sometimes breaks these glasses would observe waitresses.	An actress who sometimes breaks any glasses would observe waitresses.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The cashier who sometimes discussed these girls had boycotted malls.	The cashier who sometimes discussed any girls had boycotted malls.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The waitress who always does hug any waitresses has known boys.	The waitress who always does hug the waitresses has known boys.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A waitress always ever said that the ladies have exercised.	A waitress always often said that the ladies have exercised.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The drivers sometimes ever thought that a waiter examined the essays.	The drivers sometimes also thought that a waiter examined the essays.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	An adult who has sometimes driven to these public parks had fled from college campuses.	An adult who has sometimes driven to any public parks had fled from college campuses.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The adults sometimes ever imagined that a dancer approved.	The adults sometimes also imagined that a dancer approved.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	A waitress sometimes ever thinks that a guy works hard.	A waitress sometimes often thinks that a guy works hard.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The actress who sometimes wears the shoes saw pamphlets.	The actress who sometimes wears any shoes saw pamphlets.	1	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The adult always ever explained that the women concur.	The adult always often explained that the women concur.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
NPI-adverbs	The children who sometimes dropped by any libraries leave schools.	The children who sometimes dropped by the libraries leave schools.	0	env=adverbs_licensor=0_scope=1_npi_present=1-0
