NPI-adverbs	the boy always ever explained that the doctors would perform .	the boy always also explained that the doctors would perform .	0
NPI-adverbs	a man who seldom did praise geese had gone to any banks .	a man who seldom did praise geese had gone to the banks .	0
NPI-adverbs	the patients hardly thought that an actress has ever cooperated .	the patients hardly thought that an actress has also cooperated .	0
NPI-adverbs	the gals sometimes ever thought that a cashier might love the customer .	the gals sometimes also thought that a cashier might love the customer .	0
NPI-adverbs	the guests often think that a guest also washes .	the guests often think that a guest ever washes .	1
NPI-adverbs	the gal often ever thinks that the teacher has suffered .	the gal hardly ever thinks that the teacher has suffered .	0
NPI-adverbs	an actor who should often forget documentaries kissed any mice .	an actor who should often forget documentaries kissed the mice .	0
NPI-adverbs	the pedestrian who can rarely read at all might insult women .	the pedestrian who can sometimes read at all might insult women .	1
NPI-adverbs	the adults who would sometimes talk to any girls have described restaurants .	the adults who would sometimes talk to the girls have described restaurants .	0
NPI-adverbs	the student who has always ran around grocery stores has brought any glasses .	the student who has always ran around grocery stores has brought the glasses .	0
NPI-adverbs	a customer who always suffered at all did win .	a customer who seldom suffered at all did win .	0
NPI-adverbs	an actress who rarely runs around grocery stores attacks the women .	an actress who rarely runs around grocery stores attacks any women .	1
NPI-adverbs	the pedestrians seldom ever explain that a driver watches the waiters .	the pedestrians always ever explain that a driver watches the waiters .	1
NPI-adverbs	an adult who always listened to any sheep can discuss hospitals .	an adult who seldom listened to any sheep can discuss hospitals .	0
NPI-adverbs	a driver scarcely ever said that the actresses succeed .	a driver always ever said that the actresses succeed .	1
NPI-adverbs	the gal who could always write hard at all sees .	the gal who could scarcely write hard at all sees .	0
NPI-adverbs	the guest sometimes ever imagines that the waitresses observed the actress .	the guest scarcely ever imagines that the waitresses observed the actress .	0
NPI-adverbs	the pedestrians often explained that the teenager also has a cup .	the pedestrians often explained that the teenager ever has a cup .	1
NPI-adverbs	a customer scarcely explained that the customer also ate .	a customer scarcely explained that the customer ever ate .	1
NPI-adverbs	the drivers who sometimes know any children have investigated lice .	the drivers who rarely know any children have investigated lice .	0
NPI-adverbs	the waitresses sometimes ever say that the actors should profit .	the waitresses sometimes also say that the actors should profit .	0
NPI-adverbs	the student rarely ever says that the child spins around .	the student sometimes ever says that the child spins around .	1
NPI-adverbs	the actresses who often went to any grocery stores watch boys .	the actresses who rarely went to any grocery stores watch boys .	0
NPI-adverbs	the actresses who always walked through the museums insult documentaries .	the actresses who always walked through any museums insult documentaries .	1
NPI-adverbs	the drivers who often do walk through the cafes go to college campuses .	the drivers who often do walk through any cafes go to college campuses .	1
NPI-adverbs	the waitress sometimes also says that the actresses did drop by the movie theaters .	the waitress sometimes ever says that the actresses did drop by the movie theaters .	1
NPI-adverbs	the patients seldom said that the guys would ever stand up .	the patients seldom said that the guys would also stand up .	0
NPI-adverbs	an adult sometimes ever says that a boy has forgotten the woman .	an adult sometimes also says that a boy has forgotten the woman .	0
NPI-adverbs	an actor who should often forget any documentaries kissed mice .	an actor who should hardly forget any documentaries kissed mice .	0
NPI-adverbs	a person scarcely thinks that the cashier also runs around the libraries .	a person scarcely thinks that the cashier ever runs around the libraries .	1
NPI-adverbs	the actors sometimes ever explain that the people have reunited .	the actors sometimes also explain that the people have reunited .	0
NPI-adverbs	a doctor who sometimes forgets any girls bikes to banks .	a doctor who sometimes forgets the girls bikes to banks .	0
NPI-adverbs	the gals who would often attack girls have approached the alumni .	the gals who would often attack girls have approached any alumni .	1
NPI-adverbs	a doctor who seldom forgets girls bikes to the banks .	a doctor who seldom forgets girls bikes to any banks .	1
NPI-adverbs	the lady who can hardly drop by any libraries respected teachers .	the lady who can often drop by any libraries respected teachers .	1
NPI-adverbs	the customers who often visited men at all praised men .	the customers who scarcely visited men at all praised men .	0
NPI-adverbs	the women often imagined that a customer had also skated around the movie theater .	the women often imagined that a customer had ever skated around the movie theater .	1
NPI-adverbs	the actors who sometimes skate around any schools might hug people .	the actors who barely skate around any schools might hug people .	0
NPI-adverbs	the doctor who had always loved the ladies would skate around high schools .	the doctor who had always loved any ladies would skate around high schools .	1
NPI-adverbs	a waiter barely thought that the actors ever communicated .	a waiter barely thought that the actors also communicated .	0
NPI-adverbs	the children who sometimes remembered any waitresses can return to cafes .	the children who sometimes remembered the waitresses can return to cafes .	0
NPI-adverbs	the actor seldom explains that the man ever goes fishing .	the actor seldom explains that the man also goes fishing .	0
NPI-adverbs	the guys who often criticize boys had escaped from the schools .	the guys who often criticize boys had escaped from any schools .	1
NPI-adverbs	a guy often explained that the waiters also respected the guests .	a guy often explained that the waiters ever respected the guests .	1
NPI-adverbs	the patients always ever said that the guys would stand up .	the patients seldom ever said that the guys would stand up .	0
NPI-adverbs	a student who often approaches the patients could listen to fish .	a student who often approaches any patients could listen to fish .	1
NPI-adverbs	the girl who might always visit geese hates the guests .	the girl who might always visit geese hates any guests .	1
NPI-adverbs	the driver who seldom breaks any cups tours restaurants .	the driver who sometimes breaks any cups tours restaurants .	1
NPI-adverbs	the drivers barely explained that the women should also run around the schools .	the drivers barely explained that the women should ever run around the schools .	1
NPI-adverbs	the doctors rarely thought that a waiter ever murmured .	the doctors rarely thought that a waiter also murmured .	0
NPI-adverbs	the actress who barely watches teenagers discussed any libraries .	the actress who barely watches teenagers discussed the libraries .	0
NPI-adverbs	a man sometimes explains that the ladies had ever known the customer .	a man sometimes explains that the ladies had also known the customer .	0
NPI-adverbs	the actresses sometimes explain that the students ever took the glass .	the actresses sometimes explain that the students also took the glass .	0
NPI-adverbs	the women rarely ever imagined that a customer had skated around the movie theater .	the women often ever imagined that a customer had skated around the movie theater .	1
NPI-adverbs	the waiters always ever explained that the gal hunted .	the waiters barely ever explained that the gal hunted .	0
NPI-adverbs	the boy rarely explained that the doctors would ever perform .	the boy rarely explained that the doctors would also perform .	0
NPI-adverbs	the drivers who scarcely investigated banks should like the pants .	the drivers who scarcely investigated banks should like any pants .	1
NPI-adverbs	a teacher who has always attacked doctors listens to any patients .	a teacher who has always attacked doctors listens to the patients .	0
NPI-adverbs	the women who have often lifted any forks walked through malls .	the women who have scarcely lifted any forks walked through malls .	0
NPI-adverbs	an adult hardly says that a child had also kissed a teacher .	an adult hardly says that a child had ever kissed a teacher .	1
NPI-adverbs	the doctor scarcely thinks that the customers had ever sold the glasses .	the doctor scarcely thinks that the customers had also sold the glasses .	0
NPI-adverbs	the teenagers who sometimes do like humans have respected the guests .	the teenagers who sometimes do like humans have respected any guests .	1
NPI-adverbs	the patients scarcely imagine that the patients also fight .	the patients scarcely imagine that the patients ever fight .	1
NPI-adverbs	the man rarely ever imagined that the ladies react .	the man always ever imagined that the ladies react .	1
NPI-adverbs	a pedestrian scarcely explains that a boy should also shrug .	a pedestrian scarcely explains that a boy should ever shrug .	1
NPI-adverbs	the man who could barely describe students are at any art galleries .	the man who could barely describe students are at the art galleries .	0
NPI-adverbs	an adult who rarely resembled radii hates the pedestrians .	an adult who rarely resembled radii hates any pedestrians .	1
NPI-adverbs	the boy sometimes ever imagines that the adults can scream .	the boy sometimes also imagines that the adults can scream .	0
NPI-adverbs	the teacher who rarely knows boys knows any oxen .	the teacher who rarely knows boys knows the oxen .	0
NPI-adverbs	the drivers who have scarcely hated women at all had blinked .	the drivers who have often hated women at all had blinked .	1
NPI-adverbs	the doctors always ever thought that a waiter murmured .	the doctors rarely ever thought that a waiter murmured .	0
NPI-adverbs	the children who might barely talk to any mice criticize children .	the children who might always talk to any mice criticize children .	1
NPI-adverbs	the cashiers who will always examine the commentaries had respected students .	the cashiers who will always examine any commentaries had respected students .	1
NPI-adverbs	the pedestrians seldom explain that a driver also watches the waiters .	the pedestrians seldom explain that a driver ever watches the waiters .	1
NPI-adverbs	the guys who often criticize the boys had escaped from schools .	the guys who often criticize any boys had escaped from schools .	1
NPI-adverbs	a gal who barely observes guys might reference the doctors .	a gal who barely observes guys might reference any doctors .	1
NPI-adverbs	the customer who rarely brought brochures at all has approved .	the customer who always brought brochures at all has approved .	1
NPI-adverbs	the women who have often lifted forks walked through any malls .	the women who have often lifted forks walked through the malls .	0
NPI-adverbs	the cashier who barely did observe mice lifts the forks .	the cashier who barely did observe mice lifts any forks .	1
NPI-adverbs	the gals who have always worked with any women have gone to public parks .	the gals who have always worked with the women have gone to public parks .	0
NPI-adverbs	the lady who always criticizes the malls had listened to mice .	the lady who always criticizes any malls had listened to mice .	1
NPI-adverbs	the waiter who always had any pamphlets bought shoes .	the waiter who rarely had any pamphlets bought shoes .	0
NPI-adverbs	the cashiers always thought that the students had ever boasted .	the cashiers always thought that the students had also boasted .	0
NPI-adverbs	the actors who can rarely leave actors can kiss any teachers .	the actors who can rarely leave actors can kiss the teachers .	0
NPI-adverbs	the teenagers always thought that the girls also argue .	the teenagers always thought that the girls ever argue .	1
NPI-adverbs	a teenager barely thought that the girl ever hugged the women .	a teenager barely thought that the girl also hugged the women .	0
NPI-adverbs	the actress rarely ever explained that a student did yell .	the actress sometimes ever explained that a student did yell .	1
NPI-adverbs	the boys who had rarely arrived at college campuses praised the children .	the boys who had rarely arrived at college campuses praised any children .	1
NPI-adverbs	the waitresses scarcely say that the actors should ever profit .	the waitresses scarcely say that the actors should also profit .	0
NPI-adverbs	the doctors always say that a boy had also yelled .	the doctors always say that a boy had ever yelled .	1
NPI-adverbs	the doctor who would sometimes arrive at the banks would love men .	the doctor who would sometimes arrive at any banks would love men .	1
NPI-adverbs	the adult who often insulted patients has cleaned the dishes .	the adult who often insulted patients has cleaned any dishes .	1
NPI-adverbs	a waiter often thought that the actors also communicated .	a waiter often thought that the actors ever communicated .	1
NPI-adverbs	a pedestrian who has always walked through malls has forgotten any mice .	a pedestrian who has always walked through malls has forgotten the mice .	0
NPI-adverbs	the ladies who can always see cups could insult the girls .	the ladies who can always see cups could insult any girls .	1
NPI-adverbs	the girls often ever say that the customers had muttered .	the girls often also say that the customers had muttered .	0
NPI-adverbs	a doctor who might scarcely sell reports can discuss the libraries .	a doctor who might scarcely sell reports can discuss any libraries .	1
NPI-adverbs	a person sometimes also thinks that the cashier runs around the libraries .	a person sometimes ever thinks that the cashier runs around the libraries .	1
NPI-adverbs	a boy sometimes thought that the guests might ever talk about the documentary .	a boy sometimes thought that the guests might also talk about the documentary .	0
NPI-adverbs	the humans barely ever explain that the gal has exercised .	the humans sometimes ever explain that the gal has exercised .	1
NPI-adverbs	the patients who scarcely biked to high schools had escaped from any pedestrians .	the patients who scarcely biked to high schools had escaped from the pedestrians .	0
NPI-adverbs	a waiter often ever thought that the actors communicated .	a waiter barely ever thought that the actors communicated .	0
NPI-adverbs	the actor always ever explains that the man goes fishing .	the actor seldom ever explains that the man goes fishing .	0
NPI-adverbs	the people who had scarcely boycotted hospitals do go to the banks .	the people who had scarcely boycotted hospitals do go to any banks .	1
NPI-adverbs	the child who has scarcely described any cafes would reference boys .	the child who has always described any cafes would reference boys .	1
NPI-adverbs	the actor often ever explains that the guy grinned .	the actor scarcely ever explains that the guy grinned .	0
NPI-adverbs	the guys seldom say that the teenagers ever describe the child .	the guys seldom say that the teenagers also describe the child .	0
NPI-adverbs	a child who had hardly boycotted banks had criticized the movies .	a child who had hardly boycotted banks had criticized any movies .	1
NPI-adverbs	the pedestrian sometimes also said that the person should watch the humans .	the pedestrian sometimes ever said that the person should watch the humans .	1
NPI-adverbs	the guest who sometimes worked with actresses respects any public parks .	the guest who sometimes worked with actresses respects the public parks .	0
NPI-adverbs	the women who had often loved the commentaries drop by college campuses .	the women who had often loved any commentaries drop by college campuses .	1
NPI-adverbs	the doctor who had sometimes talked about any women resembled cashiers .	the doctor who had scarcely talked about any women resembled cashiers .	0
NPI-adverbs	the actors who can often leave any actors can kiss teachers .	the actors who can rarely leave any actors can kiss teachers .	0
NPI-adverbs	a customer often also said that a patient chuckled .	a customer often ever said that a patient chuckled .	1
NPI-adverbs	an actor sometimes explains that the lady ever dislikes the cafe .	an actor sometimes explains that the lady also dislikes the cafe .	0
NPI-adverbs	the women often think that the pedestrian also stretched .	the women often think that the pedestrian ever stretched .	1
NPI-adverbs	the girls sometimes think that the boys ever referenced the mice .	the girls sometimes think that the boys also referenced the mice .	0
NPI-adverbs	a child seldom ever said that the students reunite .	a child always ever said that the students reunite .	1
NPI-adverbs	the customers often also say that the gals yelled .	the customers often ever say that the gals yelled .	1
NPI-adverbs	the doctors who might scarcely return to malls could break any forks .	the doctors who might scarcely return to malls could break the forks .	0
NPI-adverbs	the lady who always criticizes malls had listened to the mice .	the lady who always criticizes malls had listened to any mice .	1
NPI-adverbs	the teenager who can sometimes tour any cafes does wear gloves .	the teenager who can sometimes tour the cafes does wear gloves .	0
NPI-adverbs	a boy who has always talked about any hospitals watched doctors .	a boy who has always talked about the hospitals watched doctors .	0
NPI-adverbs	the girls hardly think that the boys also referenced the mice .	the girls hardly think that the boys ever referenced the mice .	1
NPI-adverbs	the girl always thinks that the humans ever do retaliate .	the girl always thinks that the humans also do retaliate .	0
NPI-adverbs	the waiter always thought that the actress ever does approach the waiters .	the waiter always thought that the actress also does approach the waiters .	0
NPI-adverbs	the drivers often also explained that the women should run around the schools .	the drivers often ever explained that the women should run around the schools .	1
NPI-adverbs	an adult who often skates around any museums listened to sheep .	an adult who often skates around the museums listened to sheep .	0
NPI-adverbs	the teacher who always drank at all had laughed .	the teacher who rarely drank at all had laughed .	0
NPI-adverbs	a human sometimes ever thought that the cashier would win .	a human barely ever thought that the cashier would win .	0
NPI-adverbs	a boy rarely thought that the guests might ever talk about the documentary .	a boy rarely thought that the guests might also talk about the documentary .	0
NPI-adverbs	the adults who would sometimes talk to girls have described any restaurants .	the adults who would sometimes talk to girls have described the restaurants .	0
NPI-adverbs	the men who can often resemble the banks kissed alumni .	the men who can often resemble any banks kissed alumni .	1
NPI-adverbs	the adult who often cares for any waitresses had explored malls .	the adult who often cares for the waitresses had explored malls .	0
NPI-adverbs	the boy rarely ever explained that a boy might walk through the schools .	the boy sometimes ever explained that a boy might walk through the schools .	1
NPI-adverbs	the ladies who always return to sheep drop by the art galleries .	the ladies who always return to sheep drop by any art galleries .	1
NPI-adverbs	the boy sometimes imagines that the adults can ever scream .	the boy sometimes imagines that the adults can also scream .	0
NPI-adverbs	a human often ever explains that the guys do react .	a human scarcely ever explains that the guys do react .	0
NPI-adverbs	the actress who sometimes watches any teenagers discussed libraries .	the actress who sometimes watches the teenagers discussed libraries .	0
NPI-adverbs	the gal often thinks that the teacher has also suffered .	the gal often thinks that the teacher has ever suffered .	1
NPI-adverbs	the men sometimes ever thought that the guests observed a teacher .	the men hardly ever thought that the guests observed a teacher .	0
NPI-adverbs	a person sometimes thinks that the cashier ever runs around the libraries .	a person sometimes thinks that the cashier also runs around the libraries .	0
NPI-adverbs	the ladies who have always criticized children would leave any drivers .	the ladies who have always criticized children would leave the drivers .	0
NPI-adverbs	the driver often also says that the men should negotiate .	the driver often ever says that the men should negotiate .	1
NPI-adverbs	the child who barely wore shoes knew any teachers .	the child who barely wore shoes knew the teachers .	0
NPI-adverbs	an adult hardly says that a boy has also forgotten the woman .	an adult hardly says that a boy has ever forgotten the woman .	1
NPI-adverbs	the waitresses who had often left any children explored hospitals .	the waitresses who had rarely left any children explored hospitals .	0
NPI-adverbs	the actor scarcely ever explained that the human can observe the patients .	the actor often ever explained that the human can observe the patients .	1
NPI-adverbs	the gals sometimes explained that the driver might ever return to the children .	the gals sometimes explained that the driver might also return to the children .	0
NPI-adverbs	the patients scarcely ever imagine that the patients fight .	the patients always ever imagine that the patients fight .	1
NPI-adverbs	the teacher often thought that the boys ever spun around .	the teacher often thought that the boys also spun around .	0
NPI-adverbs	a person barely ever thought that the person had disliked the movie theater .	a person sometimes ever thought that the person had disliked the movie theater .	1
NPI-adverbs	the waitresses who had rarely left children explored the hospitals .	the waitresses who had rarely left children explored any hospitals .	1
NPI-adverbs	a boy sometimes also thought that the guests might talk about the documentary .	a boy sometimes ever thought that the guests might talk about the documentary .	1
NPI-adverbs	the actors sometimes explained that the cashiers had also left a human .	the actors sometimes explained that the cashiers had ever left a human .	1
NPI-adverbs	a teenager barely ever thought that the girl hugged the women .	a teenager always ever thought that the girl hugged the women .	1
NPI-adverbs	the children who sometimes visited any lice have escaped from cashiers .	the children who sometimes visited the lice have escaped from cashiers .	0
NPI-adverbs	the customers often ever imagined that a customer has sung .	the customers often also imagined that a customer has sung .	0
NPI-adverbs	the ladies who have rarely disliked students sold any cups .	the ladies who have rarely disliked students sold the cups .	0
NPI-adverbs	the men who can seldom resemble banks kissed any alumni .	the men who can seldom resemble banks kissed the alumni .	0
NPI-adverbs	an adult who always listened to sheep can discuss the hospitals .	an adult who always listened to sheep can discuss any hospitals .	1
NPI-adverbs	a pedestrian seldom explained that the doctors had also attacked the child .	a pedestrian seldom explained that the doctors had ever attacked the child .	1
NPI-adverbs	a doctor always ever thought that the guests grinned .	a doctor always also thought that the guests grinned .	0
NPI-adverbs	the actor scarcely explains that the guy ever grinned .	the actor scarcely explains that the guy also grinned .	0
NPI-adverbs	a person hardly imagined that the woman has ever responded .	a person hardly imagined that the woman has also responded .	0
NPI-adverbs	a man who always did praise geese had gone to the banks .	a man who always did praise geese had gone to any banks .	1
NPI-adverbs	the adults sometimes ever imagined that the guys might drive to the museum .	the adults sometimes also imagined that the guys might drive to the museum .	0
NPI-adverbs	the actresses who often escape from any customers admired cups .	the actresses who seldom escape from any customers admired cups .	0
NPI-adverbs	the ladies who sometimes do observe fish can bike to the movie theaters .	the ladies who sometimes do observe fish can bike to any movie theaters .	1
NPI-adverbs	a patient often imagines that a boy ever talks about the art galleries .	a patient often imagines that a boy also talks about the art galleries .	0
NPI-adverbs	an adult who seldom listened to sheep can discuss the hospitals .	an adult who seldom listened to sheep can discuss any hospitals .	1
NPI-adverbs	the man who has always lied at all had learned .	the man who has rarely lied at all had learned .	0
NPI-adverbs	the waiters barely explained that the gal ever hunted .	the waiters barely explained that the gal also hunted .	0
NPI-adverbs	a person who has hardly ran around libraries at all has sighed .	a person who has often ran around libraries at all has sighed .	1
NPI-adverbs	the women rarely imagined that a customer had also skated around the movie theater .	the women rarely imagined that a customer had ever skated around the movie theater .	1
NPI-adverbs	the doctors who might scarcely return to any malls could break forks .	the doctors who might sometimes return to any malls could break forks .	1
NPI-adverbs	an adult hardly ever says that a child had kissed a teacher .	an adult often ever says that a child had kissed a teacher .	1
NPI-adverbs	the gals who should sometimes interact at all do hate humans .	the gals who should scarcely interact at all do hate humans .	0
NPI-adverbs	the teenagers always also thought that the girls argue .	the teenagers always ever thought that the girls argue .	1
NPI-adverbs	the lady scarcely thought that the men might ever collaborate .	the lady scarcely thought that the men might also collaborate .	0
NPI-adverbs	the actress rarely explained that a student ever did yell .	the actress rarely explained that a student also did yell .	0
NPI-adverbs	the lady who can often drop by libraries respected any teachers .	the lady who can often drop by libraries respected the teachers .	0
NPI-adverbs	the guys often say that the teenagers ever describe the child .	the guys often say that the teenagers also describe the child .	0
NPI-adverbs	the actor often explains that the guy ever grinned .	the actor often explains that the guy also grinned .	0
NPI-adverbs	the humans who always debate at all might swallow .	the humans who seldom debate at all might swallow .	0
NPI-adverbs	a lady who hardly criticizes libraries skates around any museums .	a lady who hardly criticizes libraries skates around the museums .	0
NPI-adverbs	a doctor who might often sell the reports can discuss libraries .	a doctor who might often sell any reports can discuss libraries .	1
NPI-adverbs	the girl who might scarcely visit any geese hates guests .	the girl who might always visit any geese hates guests .	1
NPI-adverbs	the patient always explained that the waitress also murmured .	the patient always explained that the waitress ever murmured .	1
NPI-adverbs	the children who sometimes remembered girls can clean the gloves .	the children who sometimes remembered girls can clean any gloves .	1
NPI-adverbs	the drivers often explained that the women should also run around the schools .	the drivers often explained that the women should ever run around the schools .	1
NPI-adverbs	the waiters who often took gloves had talked about the documentaries .	the waiters who often took gloves had talked about any documentaries .	1
NPI-adverbs	the boys who always dated at all can marry .	the boys who scarcely dated at all can marry .	0
NPI-adverbs	a cashier often ever explained that the patients would attack a teenager .	a cashier often also explained that the patients would attack a teenager .	0
NPI-adverbs	a driver scarcely said that the actresses ever succeed .	a driver scarcely said that the actresses also succeed .	0
NPI-adverbs	the drivers who sometimes know children have investigated any lice .	the drivers who sometimes know children have investigated the lice .	0
NPI-adverbs	the girls sometimes ever think that the boys referenced the mice .	the girls hardly ever think that the boys referenced the mice .	0
NPI-adverbs	the child who has hardly returned to libraries might flee from the malls .	the child who has hardly returned to libraries might flee from any malls .	1
NPI-adverbs	the gals often ever imagined that a driver changed .	the gals hardly ever imagined that a driver changed .	0
NPI-adverbs	the drivers rarely ever think that the men had conspired .	the drivers always ever think that the men had conspired .	1
NPI-adverbs	a person barely thought that the person had ever disliked the movie theater .	a person barely thought that the person had also disliked the movie theater .	0
NPI-adverbs	the gals hardly imagined that a driver also changed .	the gals hardly imagined that a driver ever changed .	1
NPI-adverbs	the customers seldom imagined that a customer has ever sung .	the customers seldom imagined that a customer has also sung .	0
NPI-adverbs	the guys often ever say that the teenagers describe the child .	the guys often also say that the teenagers describe the child .	0
NPI-adverbs	a human sometimes explained that a boy ever exited the banks .	a human sometimes explained that a boy also exited the banks .	0
NPI-adverbs	the man who could always clean any glasses could go to movie theaters .	the man who could barely clean any glasses could go to movie theaters .	0
NPI-adverbs	an adult who often resembled any radii hates pedestrians .	an adult who rarely resembled any radii hates pedestrians .	0
NPI-adverbs	the gals sometimes think that a lady had ever examined an commentary .	the gals sometimes think that a lady had also examined an commentary .	0
NPI-adverbs	the adult who seldom insulted patients has cleaned any dishes .	the adult who seldom insulted patients has cleaned the dishes .	0
NPI-adverbs	a child who hardly praises any sheep can love guests .	a child who always praises any sheep can love guests .	1
NPI-adverbs	a person hardly ever imagined that the woman has responded .	a person always ever imagined that the woman has responded .	1
NPI-adverbs	an adult who often resembled radii hates the pedestrians .	an adult who often resembled radii hates any pedestrians .	1
NPI-adverbs	the children who seldom visited lice have escaped from the cashiers .	the children who seldom visited lice have escaped from any cashiers .	1
NPI-adverbs	the waitress barely says that the actresses also did drop by the movie theaters .	the waitress barely says that the actresses ever did drop by the movie theaters .	1
NPI-adverbs	the child who has always described cafes would reference any boys .	the child who has always described cafes would reference the boys .	0
NPI-adverbs	an actor who sometimes helps any alumni has taken couches .	an actor who barely helps any alumni has taken couches .	0
NPI-adverbs	the patients always imagine that the patients also fight .	the patients always imagine that the patients ever fight .	1
NPI-adverbs	the actresses who seldom escape from customers admired any cups .	the actresses who seldom escape from customers admired the cups .	0
